,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20
Iceland,0.013700851718222605,0.0011871961072173025,0.01135537487751876,0.04265437270894056,0.0002261786225588976,0.000981984007590191,0.007331302186796244,0.0005046118950179302,0.0046447672503224366,0.03470486131028195,0.0004180735740384952,0.0021584092270016423,0.0009911422639415537,0.039028516575504,0.031332898895353616,0.004849376099444431,0.00047882191761456944,0.017740713189043925,0.041876167127097096,0.09607869689148765
Ireland,0.016026020166599538,0.0036679162299748497,0.0001159898661524449,0.011495202482632487,0.0007559089308144896,0.029246009428179762,0.026727246534069844,0.011332688065107932,0.02669316886125253,0.00043390917347577705,0.0007310130403652381,0.0016113773427687199,0.03095237812146716,0.0024773274919189774,0.01368326412928586,0.022950651317339067,0.0036961946613063993,0.0009624604789955491,0.00645125455152919,0.005320875396484024
Italy,0.031641420265420696,0.005781538823172831,0.0008643278403016637,2.680560512356589e-06,0.003943808402388758,0.05002619546877107,0.022819000222698355,0.020951120582002672,0.005555364143771499,0.00669634559909871,0.0067213527678083715,0.009134676117048296,0.017370545829928277,0.006645375607107564,0.006000534164967382,0.0008705773349501864,0.0012768309698675128,0.010510599799690943,0.0013493514727817486,0.0017778099230178765
Latvia,0.00808429952016781,0.05284044925557006,0.024044504605530825,0.0418334376438406,0.011198099368651654,0.02631203019207864,0.06869817308437981,0.006913093651089006,0.004960543241855809,0.04126892047522627,0.0010095596956575111,0.0017831211396579828,0.008978612426318632,0.0007354140102380511,0.026984122773676414,0.03657001881210987,0.00042678245957483333,0.04529815537622124,0.046516266167090425,0.002375510554249346
Lithuania,0.004795757434256267,0.09160855725611614,0.005919666733845161,0.024153842604975932,0.005789244282025605,0.0020882935820650504,0.0001918135930076329,0.008300088387878778,0.020696151086511905,0.00420195691503117,2.0498478412597757e-06,0.05470804179420262,0.03499170194271231,1.952138032002526e-05,0.015260002482142553,0.021212044825091838,0.037997435492297484,0.0319527178464601,0.019699884690834838,0.020926835811597988
Luxembourg,0.023776292251406605,6.156838222474298e-06,0.0028034556613949807,0.02086679904687706,0.04238212980876082,0.09438150488373172,0.04535563970495591,0.0038026185062038334,0.015824464644071733,0.0009557048446774623,5.710810695674027e-05,0.020208117052921283,0.005667346944861971,0.007334187354609077,0.0028081820838915484,0.015718406459924474,0.055478338113288055,0.00037038169057460036,0.00510671817222694,0.01471688370036612
Malta,0.0005774442123814076,0.014984099522502398,0.026857663501438478,0.0030297969509248046,0.00032346127977343607,0.07665429176329996,0.03898552176693269,0.05342169685533943,0.01599728705541881,0.04761823581623286,0.03303004051221956,0.04333174975003705,0.005289316372115171,0.009382971789223917,0.018869841220733416,0.0031146068141862486,0.004785249648836703,0.022772161785576256,0.06677409351928684,0.003405191081811825
Montenegro,0.008720510588282465,0.0058026236208351956,0.11151440801285488,0.0001150627456953624,0.016678443101353028,0.00346794709600811,0.019832216737144852,0.007123719326517318,0.057102309451311874,0.05193271917516359,0.009228850907767202,0.019828196556038007,0.05925377016484976,0.005399782038849349,0.00030048611947243323,0.04556614452623032,0.06747904698132778,0.011896380643331206,0.014045381732383337,0.01785229235877701
Netherlands,0.02068201533998894,0.001836851374680597,0.00027243143444634577,0.0028697882553795555,0.00653858525976187,0.0027306782815951893,0.0034186137744159394,0.00025371449565059846,0.0437552111035021,0.021925250496141538,0.004334446923689041,0.0023235213328384034,1.1263237007606409e-05,0.004654583856091249,0.029682337978491936,0.005151569099548311,0.016008718250676568,0.0016066535331127041,0.0354090171748449,0.04866643806198189
North Macedonia,0.026898307407021736,0.03168694249203374,0.14648577126995843,0.08451700279448557,0.03581480768867309,0.013947829793854826,0.025194984229821502,0.0031254717024357505,0.009188940793587225,0.05132777994380329,0.06788854510320569,0.008890964752504596,0.0017669470803844092,0.028521821774685555,0.01484837038455588,0.00016107063284412511,0.021813219542035966,0.03717034713237562,0.0017603651927746886,0.011773112744917293
Norway,0.03634257085360455,6.47253288326158e-05,0.003000550092974649,8.898871709956717e-05,0.0018504984138846448,0.00032251775921985493,0.024461066580308014,9.379299466666716e-05,0.014915445806994082,2.8195595714626784e-07,0.003245112587764304,0.004052008352193874,0.005875114709084356,0.08332765638636713,0.04599348871983072,2.7008757716301944e-05,0.017259531619798166,0.03810351011369259,0.011476661497880132,0.02426635391791251
Poland,2.086583790769999e-05,0.006647474019345153,0.004192715483601962,0.06349562205403468,0.2412858112228749,0.05440162290579729,0.0002639184549558751,0.014994192609218327,0.022880985098158512,0.01875425097141696,0.3165058185285306,0.04378485025124484,0.0026317307255955373,8.515612868623597e-05,0.007829767606267893,0.008293750592465657,0.0011258150628690375,0.002302967664222528,0.002006413198791441,0.004238485395383864
Portugal,0.005239542321516947,0.012851439354114048,0.0023482766948151397,2.9918767909424004e-05,0.005548387376015622,0.0014935847149565244,0.00977004683899552,0.009848087833931766,0.027397376886212074,0.008376367897701855,0.026954137644653303,0.0009931661361868795,9.94868986927971e-07,3.8412994579596894e-05,0.11478788486920324,0.020551477778404194,0.0276382474423213,0.024864270284682265,0.0002448335287462671,0.00046358477405463035
Republic of Moldova,0.09686352164839354,0.007160528801416841,0.07361491252559976,0.017739701306702264,0.019288522675612832,0.013429462329729447,9.365867095633158e-06,0.0006933767410183497,4.116249471732857e-05,0.0640968605730794,0.0046969190358568174,0.053780208652050014,0.012141120545598552,0.009061145772303363,0.01174268775709476,0.0935150858599962,0.00042911347166400376,0.05473860370287165,0.028119955958054107,0.057727579026204755
Romania,0.032568236341497456,0.0006994878498203693,0.00013383395615364246,0.003788876917729167,0.06673638711255218,0.0021934117267655025,0.01301385729541061,0.048778002622541394,0.12191865927252475,0.02393360181051605,0.013799035066677366,0.04959389437293624,0.02063439829458465,0.021085230755995176,0.00038987199342825266,0.019795527375333827,0.016020490630321158,0.006023271729600739,0.046597601160682574,0.003132776665138394
Russian Federation,0.04092946866375353,0.13761844776229604,0.023675586370183584,0.010391371595631367,0.06408533705793855,0.018714460287749732,0.012255741464215793,0.028798802165873584,0.0002713988019884499,0.004991704104583959,0.0007562971424643171,0.07382754788680052,0.0015709775072852677,0.0036483279601920004,0.03819174873555447,0.002338042279234948,0.009865980180055548,0.001937643325433297,2.5375764310618144e-09,0.023355755458485054
Serbia,0.0028533048475840542,0.030322355261644854,0.0071321235318090835,0.10358623855672898,0.0012702191099463911,0.009979057853371926,0.0027889054784902786,0.00994121679127607,0.013192357535916655,0.07436787051841252,0.0029777047395083745,0.03275448283797278,0.0036642986312730554,0.04948274349769917,0.11034703034232267,0.0028670030073544243,0.014156063162863526,0.022818544383837215,0.023549069512376786,0.05570179852415746
Slovakia,0.00399139291068751,0.00484920480534654,0.03449005273139728,0.0009765656898228516,0.015746833261878427,0.16170451318048143,0.0018817539512182711,0.021410951453405935,0.05644263378771364,0.033144228766878746,0.015832659280909173,0.008698154270417452,0.09788849198727621,0.08852136662612449,0.0004542459426069806,4.7115950320849424e-05,0.053338802869061896,0.009470008816142116,1.02650650462236e-05,0.0033502691522129674
Slovenia,0.0004912978004376815,0.0317277240719405,0.05162035296035082,0.014065871749123347,0.027079959299812238,0.006913674851660279,0.04754172228850461,0.007808663697257896,0.02098509565875627,0.00220270753388692,0.08245548207716738,0.002003989156897231,0.0027898305566551665,0.029114355006294945,0.00018601435202790707,0.0018986562914672439,0.03738797281594442,0.029183554094249605,0.003901023081814328,0.10052200144545001
Spain,0.03779890359610076,0.005084410922917183,0.0012497799952438753,6.799023333149148e-06,4.278926800942777e-05,0.003211178437741445,0.0024639849430008183,0.006026352570558139,6.599824832026878e-05,0.032489035241163124,0.01075169509232224,0.026228485244047636,0.011764183540785574,5.5948508824806914e-05,0.0074742931683190305,0.01125264292020817,0.002710559936979606,0.0816934577464637,0.04475790700291281,3.8534284940516956e-05
Sweden,0.019334760733971442,0.0013546714565550765,9.391780613894815e-05,0.006415450392993821,0.007124240981685293,0.0024213373752656336,1.144569637088559e-06,0.006755151745155458,6.434015416744572e-05,0.008279041197635017,0.011260158587598119,0.0021128320842565248,0.0012588489698157283,0.011819503684040217,0.016533247077722642,0.019296292258843925,0.0234479289297086,0.00012591987007721424,0.07380190139183238,0.0002810581663198988
Switzerland,0.021009660118177304,8.533789631161812e-05,0.0006817090800199548,0.02083296107430639,0.0037597596865576828,0.002829497544303602,0.004428315453915095,0.024152796302606812,0.010549297658476342,0.0008337369241302494,0.001977362346824555,0.015339457015266887,0.06755540977654914,0.010527021924222713,0.011811911679877964,8.80057908613322e-06,0.0005547414579488351,0.025920905717803904,0.0028350718507647184,0.010422125864744393
Turkey,0.004427653760488075,0.06273101305261593,6.51463557108944e-05,0.020281673195268725,0.009527466714370006,0.00425143010434813,0.06364867101834915,0.057562134031181794,0.0008596416885268702,0.008668754011822764,0.07261083821975965,0.10302524585899234,0.003403334602011772,0.014420616637256507,0.003976321432475413,0.006485058142493308,0.002928489695943496,0.017978600614025442,0.0009793135249739247,0.0010510983083582626
Ukraine,0.03677557420163233,0.06534686203136182,0.000940788385282423,0.010015589575451461,0.004842748203023835,0.004856072143775861,0.02558886535947899,0.008896970730946693,0.0020389066218159018,0.03079720018103747,3.317198371085165e-05,0.0006100963952749619,0.00010871409173123638,0.014512207897337993,0.02346270701357879,0.016731532410688917,0.024823893751719475,0.04101907408092579,0.01297863864370159,0.00021372193863177722
United Kingdom,0.012212470995429155,0.00017077260320424098,0.03408252467719441,0.016102175093944855,0.00045355582927624486,0.12306571115593029,0.04619325609453625,0.008554268220357413,0.005593792059521544,0.0007809044829618179,0.04387231379337606,0.005848865704998095,0.006321134034973227,0.02261922778318216,0.043849949496069865,0.0008116614934387876,0.04866094662949402,0.00102869322682409,0.0006211962265092444,0.004263345938929239
