,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20
Cyprus,0.2919675477949542,0.1547446826723698,0.029159852615729433,0.018244927796256194,0.11981710594326922,0.009544573910058399,0.20465092482445726,0.04085745820580007,0.04831637522028349,0.036542563176357304,0.012028378734745968,0.0055963833114242205,0.009021216534552805,0.007001256435413932,0.00055857643023754,0.0033352030680215204,7.511238249955603e-06,0.003031296692931881,0.00297838271229026,0.0025957826825965574
Czechia,0.07655468260904608,0.00023587182414633472,0.006004689736561979,0.29717192629440736,0.01368784167621573,0.03279025810636736,0.003607778254644421,0.005344335599423271,0.2863136112389256,0.002276108637858751,0.001825972018998846,0.01405484360461343,0.14460689856737347,0.0608000012257354,0.01085215305843269,0.027846719497534686,0.010462983469323586,5.842272721554769e-07,0.0010939604249507356,0.004468779928167779
Denmark,0.4007376266746092,0.06445691242244014,0.022419634227656794,0.020805855933916814,0.11936431745138333,0.006006186657452466,0.021751559075236626,0.1387837610399348,0.054438020384000835,0.00014254847068211895,0.024355554741782703,0.02416987852572156,0.051058664593370426,0.012334619087118137,0.0015804964879688813,0.031326991817145794,0.0046810830351152475,0.0007759298155907533,2.4822116491180045e-05,0.0007855374423821637
Estonia,0.02753116178965504,0.4985204590300869,0.005751764139855803,0.0017935337519249823,0.11486154626366542,0.0038471994717613864,0.20253104055328586,0.02536324797599052,0.01473449007744657,0.0035050039165918025,9.693502847012971e-06,0.0010128468757430959,0.015018582135643095,0.0031419276452500653,0.005639675829136997,0.026030955107315137,0.03464810806689113,0.0007094704051803257,5.2041909515763266e-05,0.01529725155221316
Finland,0.1612464698116761,0.21603299612541393,0.06747054668219742,0.357305508542178,0.020708201288263613,0.0029748126377564673,0.012997380324791103,0.04073959522850645,0.008582667766281473,0.016765238671082525,0.021503026470365193,0.0008026008953063242,0.017756681244871574,0.018980568185109015,0.008148886909980895,0.004843223242220774,0.0023144243939599153,0.01583515397203064,0.00474387874807201,0.0002481388599365304
France,0.34915218090245287,0.010065774190927095,0.13461551780726025,0.09641501646281583,0.11469332890953397,0.11349122520750765,0.041271581554721215,0.0800846368396825,3.438677246305763e-05,0.001772384598617039,0.017551313302064452,0.003999817519230192,0.0005750839170912238,0.0018992858272345223,0.0051113959611698455,0.004066141314255043,0.017054161783744647,0.0040777464507687645,0.003202593126674854,0.0008664275517848972
Georgia,0.6672250040470955,0.06112181883343257,0.006913800551320937,0.04656533276253751,0.07021439229087834,0.01483560342859683,0.022132538072201738,2.4642440350307324e-05,0.0032548520082918042,0.02951296880297551,6.044759215830872e-06,0.011640986432278476,0.008758182941241617,0.0014950350725958224,0.005675719491556907,0.04443675354493998,3.544694406155358e-05,0.004396477213079849,0.0014555156005538895,0.00029888476279494496
Germany,0.5841131320444357,0.025783093306945205,0.0016120493259172723,0.0020187628225545005,0.011581964450340052,0.05195763891675931,0.03358949193667785,0.023378824293183883,0.035806762172085026,0.020626094687170637,0.003872850252648828,0.0029568722612314355,0.005204227941492014,0.08754338266277925,0.047058400205177826,0.0014238937833979948,0.0316406678274773,0.0037881197600930106,0.024149181781354778,0.0018945895682779836
Greece,0.025678973379093903,0.16478435682939943,0.10840707952496864,0.016329275630250537,0.24393727033329446,0.001933031994585923,0.004035435605894618,0.005579000011199705,0.18276351431093443,0.001070844441198402,0.0006892820195422198,0.009825486554670979,0.10661962255087389,0.014485576911539686,0.06498608875408757,0.0018209772207449409,0.002104331510752628,0.00561308897006453,0.03153520545671409,0.007801557990189411
Hungary,0.0013911994409003638,0.012055531371176613,0.02359158467853815,0.1990338388842614,0.030615074372459382,0.012602409767121408,0.042254313042493226,0.09198144958818376,0.22345987896102468,0.05599899111454625,0.03456599823539592,0.16118427171320648,0.07280240382648738,0.018466346621640692,6.64026393793962e-06,0.004653793301272472,1.4256419778166328e-05,0.013540459424516505,6.03384406004156e-05,0.0017212205324585244
Iceland,0.37201746954969234,0.019439337953401505,0.08851831152210637,0.2872714934764962,0.0014511369526311183,0.003614389248115411,0.02394504418515439,0.0013120771002853731,0.011789154649990325,0.07734283119629654,0.0007603798653885855,0.0034707097240749283,0.0012607403663987152,0.03521763714628491,0.025468686179950142,0.003780797843610473,0.00027015177058571665,0.008125703592160588,0.01787116327098473,0.017072784406392
Ireland,0.4569592135236508,0.0630687755807434,0.0009494840581182595,0.08129832229727293,0.005092866686606206,0.11304024949773052,0.09166947129398334,0.03094359669222454,0.07114671087274409,0.0010154640887533423,0.0013961722460680932,0.002720932334017372,0.04134468333950667,0.002347456629623839,0.011679699256737777,0.018790078258683986,0.002189901681973558,0.000462923035035653,0.0028911196249827246,0.0009928790015429805
Italy,0.6158681921021263,0.06786072412149223,0.004829767047509994,1.294108308692538e-05,0.018137970515452313,0.131990908907258,0.05342532485050697,0.03905037111685312,0.0101075820851483,0.010697533352880291,0.008762955739347813,0.010529159248507267,0.015838686589999065,0.0042984684161278385,0.0034963259595467856,0.00048654272408084657,0.0005163964426585254,0.003450908456530632,0.0004127879611136187,0.00022645327977324414
Latvia,0.10078560478289006,0.3972517781646907,0.08605732074737826,0.1293578739367399,0.032986900146315404,0.044465707599159375,0.10301964571947374,0.008253053390480663,0.005780804610404215,0.042227289287069154,0.000843043991746043,0.0013164540192527933,0.005243716819737821,0.000304684535282259,0.010070582956468512,0.013090707377318739,0.00011055558855697119,0.009526004027989456,0.00911446302329712,0.0001938092757489253
Lithuania,0.05979845781490232,0.6888300049734648,0.02119072957088068,0.07470199693339148,0.017056728187765338,0.0035297103403885313,0.00028769406928295184,0.009910637608593061,0.024122665874685315,0.0043002960415233745,1.712050311050933e-06,0.04039733171854759,0.020439569101500285,8.089202348460878e-06,0.00569609961659489,0.00759446407233128,0.009844759017510947,0.006720703140177788,0.0038607047422930195,0.0017076459235068479
Luxembourg,0.37427048599948887,5.8444336262026184e-05,0.012669253301511715,0.08147239607490375,0.15763959350905166,0.20139240438373343,0.08587989425611836,0.005732054513075718,0.02328484853824793,0.0012347505337468234,6.0214535140851435e-05,0.01883805389108288,0.004179219151143059,0.00383668242233222,0.001323295731287336,0.007104471662483097,0.018146084219500296,9.834790057778011e-05,0.0012634366518171577,0.001516068388494871
Malta,0.01125637494299057,0.17614178967778585,0.15030472135730505,0.014649245141118058,0.001489882080132317,0.20255349054037824,0.09141356001361362,0.09972230314233455,0.029149948775143344,0.07618611072308026,0.043128042538243865,0.0500222796267389,0.004830164890107568,0.006078428746241229,0.011011512097518675,0.0017433057713427457,0.0019382560414528513,0.00748801854964112,0.020458163672103492,0.00043440167272754257
Montenegro,0.1257517889817536,0.05045914621533759,0.4616566739256795,0.0004115477163003797,0.05682884694785536,0.00677890363726282,0.034400303322577784,0.009837056417548657,0.07697130890378573,0.061464917824478355,0.008914192561737842,0.016932621836559806,0.04002783873871904,0.002587681911451129,0.0001297140054452705,0.01886671818401368,0.020218979276471143,0.0028937515645807684,0.003183288024519199,0.0016847200039225485
Netherlands,0.6141767571143775,0.032894082441187945,0.0023225956849260796,0.02113798471172456,0.04588020929442494,0.010992229713542419,0.012211508406820247,0.0007214926407054056,0.12145999103619261,0.05343909186381191,0.00862176801722912,0.004086165198715067,1.5668868594227576e-05,0.004593500643636526,0.026386927479607646,0.004392602164158972,0.009878138490953174,0.0008048165297143925,0.016526638343320462,0.009457831356356892
North Macedonia,0.1984854678306351,0.1410026699069471,0.31032379761728024,0.1546895779368492,0.06244640830960923,0.013951636099282004,0.02236333693230793,0.0022085408554826155,0.006338290732959584,0.03108638541879569,0.03355539744232009,0.0038852716267802814,0.0006108030539014685,0.006994286630804831,0.00327999175058985,3.4127301421958154e-05,0.003344579791962265,0.004626733796844347,0.00020416282447418085,0.0005685341407519802
Norway,0.7522537159138594,0.0008079159818627702,0.017830579333661768,0.00045687442339741106,0.009050623341343968,0.0009049343380852166,0.06090358242865878,0.00018591104929758902,0.028859438333862168,4.790093105123075e-07,0.004499254791732369,0.004966926840092707,0.005696904520087549,0.05731921907048244,0.02849936907053273,1.6052220823720256e-05,0.007423278086248345,0.013304170865709487,0.003733656828293174,0.0032871135526579775
Poland,0.00018139662648746708,0.03484923613535374,0.010464166605574638,0.13691478962009182,0.4956398752081264,0.06410914291823074,0.0002759827198176027,0.012482528484410655,0.018593923298549572,0.013381570436488596,0.1843050342165015,0.022541664455476625,0.001071787584849191,2.460207215571332e-05,0.0020376634020516475,0.0020702660895365083,0.0002033660531452268,0.0003377188874435359,0.00027414724295890335,0.00024113794274970387
Portugal,0.1909189226662563,0.28239085696681404,0.02456522617269825,0.00027040363884276017,0.04777090572969267,0.0073773471672813696,0.042822401758912686,0.034363203140223786,0.09331845643329922,0.02505101634383925,0.06578747032148485,0.002143118872862271,1.6982257025262069e-06,4.6515338845721736e-05,0.12521082364087063,0.021502081258896678,0.020925900281499363,0.015282889518090507,0.0001402156999369146,0.0001105468239502612
Republic of Moldova,0.6563285032110109,0.029258317239398663,0.14319989112504383,0.029814018617903806,0.030881689704240666,0.012334864255004246,7.633571100028494e-06,0.00044990040474976174,2.607147720468175e-05,0.03564607803835275,0.0021317496859642113,0.0215800391863892,0.0038538399665521824,0.002040358725560421,0.002381873651556198,0.01819384574695498,6.041589147849397e-05,0.006256462687830009,0.0029946479677472547,0.0025597988459579103
Romania,0.4233605058005385,0.005483268510426189,0.000499457217093889,0.012216303176930255,0.20498395597222416,0.003865013362821945,0.020348897962085954,0.06071922459653922,0.1481457574051063,0.025535134274962047,0.012015087602178561,0.038177988999115925,0.012565558721708715,0.009108709683450107,0.00015171493506578612,0.007388648346371074,0.0043272296184656625,0.0013207562957024096,0.00952028150182372,0.0002665060173896859
Russian Federation,0.25287306709807356,0.5127272058980747,0.041993598336090725,0.015924013948039852,0.0935548313951952,0.01567323028182389,0.009108037578988185,0.01703832890554087,0.0001567390953352426,0.0025312164670730224,0.00031298321817873747,0.027011807665498332,0.00045468468976655405,0.0007490705837981807,0.00706360182876912,0.00041476361427735653,0.0012665569908973102,0.00020193632070239693,2.4640852619602115e-10,0.0009443258374682341
Serbia,0.04201521772427957,0.26925551888769156,0.030150406898198114,0.37833255366911633,0.004419551150335405,0.019918779452279736,0.004939818509823314,0.014017936638209718,0.018158660009390055,0.08987890532176009,0.00293698818388178,0.02856261238802368,0.0025276864419481234,0.02421445039993058,0.04864176112490275,0.001212183625880329,0.004331306969804497,0.0056678782688355115,0.0054500730788270895,0.005367711256881634
Slovakia,0.06297418090268839,0.04613726121217212,0.15622400984849802,0.003821665855572574,0.05870462969557306,0.34583976337472555,0.0035712449225099936,0.032348944608871895,0.08324310228102705,0.04292002318309655,0.01673223804445162,0.008127067880891153,0.07235084009861115,0.0464139529306704,0.000214545445306046,2.1344590223309057e-05,0.017486356906132275,0.0025203599056408716,2.545481126547479e-06,0.0003459228322113924
Slovenia,0.007839973409749082,0.30531766174732516,0.2364866429793963,0.05567364138503688,0.10210778504508795,0.014955242489190142,0.09125642145715529,0.011932531589335292,0.03130283437417676,0.002884965283347766,0.08813561270106335,0.0018937989553337153,0.0020855542489734355,0.015439717323019178,8.886002276593244e-05,0.0008699573130893302,0.012397088928189432,0.007855649245432687,0.0009784044510427843,0.01049765705128966
Spain,0.7451233349876926,0.06044116719347226,0.00707291448144353,3.3243649726077166e-05,0.00019930807609523567,0.008580807099442575,0.0058425947583699905,0.011376000481000322,0.00012161420656284928,0.05256537427866667,0.014196720240247694,0.030618993232760072,0.010863872190362285,3.665218577403609e-05,0.004410717944942537,0.006369206356390292,0.0011102633527513275,0.02716504151159287,0.013867202612611556,4.971160095316302e-06
Sweden,0.6633928372577477,0.028029102644166783,0.0009251151471078268,0.05459744652828257,0.05775793471483943,0.011261649851885363,4.723815755730617e-06,0.022194899815310715,0.0002063559583799768,0.023314494516750325,0.02587847058762597,0.004293047508296759,0.0020233895338652367,0.013477012089375623,0.01698166731840405,0.019010242849201907,0.016716851842777634,7.287865952839115e-05,0.039798770597615274,6.310876308285306e-05
Switzerland,0.5668029332980733,0.0013883476612102264,0.0052799282114628626,0.13940465285560547,0.023967030444549436,0.01034754019569375,0.01437044995206053,0.06239741309298053,0.026603547304254065,0.0018461036561001722,0.0035732338980548665,0.024507092193526783,0.08537821868237265,0.009438022132701538,0.009539452501754635,6.817201534604974e-06,0.0003109723061472455,0.011796070728760714,0.001202118448563241,0.001840055234593397
Turkey,0.05796210887079274,0.4952175933042151,0.0002448367067265025,0.06585481154383593,0.02947060453396314,0.007544323594566851,0.10022558961896304,0.07215950018935698,0.001051939916483505,0.009314106295280919,0.06366988998924969,0.07986985964569863,0.0020871279305668296,0.0062735990538456765,0.0015582681959226603,0.0024376212154290718,0.0007965852397290008,0.003970091756257187,0.00020149413461044034,9.004826450624617e-05
Ukraine,0.4063202415919645,0.435388517310924,0.0029841236830926475,0.027447242513605717,0.012642762002969042,0.007272920899220244,0.03400781883232458,0.009413199460402135,0.0021057619413169895,0.02792763860100566,2.4549494955101767e-05,0.0003991868166240375,5.6268939736873046e-05,0.005328498999847395,0.007760278539275361,0.00530794648082453,0.005698977308847377,0.007644850230219247,0.002253763111609026,1.545324123564216e-05
United Kingdom,0.21584071292719292,0.0018200832716888148,0.17293283293246597,0.0705874626301729,0.0018940945427238383,0.2948367569672424,0.09820354177135945,0.01447767385233721,0.009241427904964935,0.0011327699557010396,0.05193767253275826,0.0061216741182795005,0.005233578169996731,0.013285258134722318,0.023200060400392176,0.00041189506151979665,0.017870158443857254,0.0003066830932381169,0.0001725554816566542,0.0004931078077295805
